#{"t_start": 1720693212.6348329, "env_id": "Humanoid-v4"}
1196.231117,235,8556.717847
818.236614,155,8569.337623
814.528386,153,8581.883052
594.688802,109,8590.778818
833.885123,156,8601.93387
679.32328,147,8610.607598
453.795619,86,8614.238715
524.931227,100,8617.807289
586.554643,128,8621.741654
767.8933,144,8626.313893
1174.308356,237,8633.772187
448.688998,90,8636.553668
601.612375,117,8640.250355
621.141302,115,8643.798727
1794.048212,346,8654.419687
911.06349,173,8659.952548
522.095273,113,8663.572639
773.425504,146,8668.098777
546.221683,116,8671.792374
405.177366,90,8674.557887
916.451735,177,8679.96294
467.099541,105,8683.159835
611.682603,115,8686.82855
583.413462,110,8690.287434
482.705223,93,8693.172025
957.775241,181,8699.312449
503.69813,102,8702.906436
485.771988,101,8706.388104
1504.071097,292,8716.481462
632.887025,140,8721.506567
585.787345,127,8726.043471
511.268181,97,8729.454098
664.985106,127,8733.569518
703.546331,132,8737.635376
1162.424745,222,8744.389569
814.92755,182,8750.077738
810.728192,153,8754.941521
803.132171,152,8759.590318
892.050021,171,8764.767982
1146.039666,218,8771.529693
931.665083,179,8777.010976
1908.901604,373,8788.47447
718.331649,146,8792.889341
673.27898,131,8796.840617
571.4519,127,8800.739715
575.320271,125,8804.707805
515.976997,102,8807.897728
559.6961,125,8811.887568
352.943495,80,8814.363115
958.890706,202,8820.575519
464.644559,105,8823.757915
554.240001,123,8827.50153
676.855776,130,8831.462206
1394.15157,276,8841.190089
645.60771,142,8846.205545
1145.039362,224,8853.418287
1644.534614,345,8863.879537
575.553848,132,8867.965251
460.005207,89,8870.732411
602.680382,129,8874.69396
866.910849,160,8879.983866
624.752163,118,8883.709473
406.794233,92,8886.50911
486.59654,107,8889.947661
529.885028,118,8893.558463
727.846461,141,8897.992924
653.59036,140,8902.378791
557.237416,123,8906.397775
664.21821,126,8910.285029
360.686879,69,8912.401119
1106.316934,212,8918.962041
632.37656,118,8922.583695
531.653062,104,8925.76229
821.297254,157,8930.71523
620.239993,127,8934.685194
648.20079,119,8938.362932
701.323376,133,8942.567594
1287.135441,257,8950.510113
1029.075456,196,8956.930864
634.478905,117,8960.590081
1013.92097,200,8966.940499
640.01975,135,8971.105035
823.099691,157,8976.062173
684.192752,150,8980.948037
1257.186272,250,8988.690281
588.355337,113,8992.234381
600.939987,110,8995.643537
915.366819,187,9001.514497
776.629337,148,9006.195044
814.521486,169,9011.482623
588.172225,117,9015.038309
719.862137,133,9019.172395
649.79308,133,9023.299653
808.708817,172,9028.546557
451.308894,92,9031.318898
729.684243,140,9035.628036
362.630569,75,9037.955837
1400.308081,279,9046.57577
900.225053,194,9052.58217
624.641048,116,9056.158644
2344.501251,467,9070.840755
561.511807,107,9074.156017
547.437609,122,9078.539364
783.378925,151,9083.595669
1825.334704,359,9094.66023
563.26544,111,9098.029297
529.732665,102,9101.303736
1983.773538,408,9113.963205
788.148608,150,9118.566034
1118.118366,216,9125.091207
945.04752,187,9130.724001
1593.378366,310,9140.325616
766.231245,156,9145.150102
564.136859,106,9148.560238
584.723852,127,9152.494711
1404.090154,271,9160.725564
738.129885,149,9165.352564
706.349162,139,9169.859464
620.769085,123,9173.704275
630.680828,121,9177.416004
733.851971,159,9182.25119
582.903145,109,9185.553937
577.214355,110,9188.89195
845.618245,177,9194.270226
673.10301,136,9198.774363
995.059615,198,9205.102601
611.557245,126,9208.932387
1554.021853,331,9219.174001
1842.92082,384,9231.247447
603.874922,120,9234.974145
1062.878669,209,9241.347901
739.857843,150,9245.909737
1628.394203,325,9256.461877
766.433037,167,9262.624621
455.125882,100,9266.019466
909.398396,183,9271.637271
566.449725,104,9274.832432
421.656997,83,9277.354178
1393.180898,286,9286.934689
1463.180477,279,9299.004743
1284.082007,258,9310.666941
632.664552,141,9316.883314
596.78586,130,9322.275232
2056.325712,408,9354.253555
454.993005,96,9363.388543
2012.430924,387,9398.247001
833.8512,159,9412.35697
637.150356,141,9424.686756
759.320926,148,9438.851322
365.567486,83,9446.832415
748.385248,157,9460.81121
507.94352,99,9469.452123
398.744036,74,9476.120008
439.036002,83,9483.366892
770.364255,155,9497.425075
819.527008,159,9513.337536
916.702098,177,9529.504925
1537.693246,300,9559.603124
715.801679,145,9574.855903
465.624664,106,9584.652164
797.346755,171,9600.985147
655.630296,124,9612.119958
1495.06242,287,9638.718874
1787.664275,355,9671.410625
1674.29728,319,9700.985837
849.696869,166,9715.917349
825.183784,162,9730.391742
882.102655,181,9745.720597
589.948624,118,9757.533825
414.437756,94,9765.944305
1799.121397,368,9798.715436
840.167819,178,9814.901503
677.920861,131,9827.099904
525.498493,109,9837.199322
471.729064,87,9844.902522
875.754542,189,9861.59317
599.395817,127,9873.067469
1812.150407,349,9904.838845
607.711181,113,9915.057024
1503.428048,300,9942.414343
547.497727,119,9953.071663
1055.150531,222,9973.439015
1195.058233,228,9992.767485
4665.545181,922,10064.65064
544.124835,122,10074.07356
1621.946434,309,10098.586482
637.976781,137,10109.837262
941.26495,179,10124.195383
592.135934,122,10133.67979
1483.707293,303,10157.996011
2440.97885,473,10195.601084
1300.482753,270,10217.193727
889.096849,163,10229.814258
1154.419784,235,10248.980249
804.309135,156,10261.429964
527.039759,105,10269.714069
779.006929,163,10282.889452
702.676821,158,10295.156528
844.282684,171,10308.861262
418.423352,93,10316.328798
898.623788,168,10329.974234
772.82166,172,10343.188953
898.656547,193,10358.620056
614.752289,129,10369.77667
694.438223,144,10382.995592
506.681439,99,10391.343829
760.932228,164,10403.967698
829.401443,157,10416.836071
520.867407,98,10424.575538
2649.351836,529,10467.839482
876.014805,175,10482.263903
966.227929,181,10497.041706
1864.946101,354,10525.507325
3447.110628,676,10580.18719
1157.318189,229,10598.182879
529.01712,99,10606.196829
1201.325495,236,10624.995886
1627.413543,318,10650.395996
525.567633,118,10659.852083
493.955764,108,10668.187491
704.098514,149,10680.266654
456.903169,101,10688.459701
678.625082,128,10698.64566
874.78909,192,10713.989541
537.283057,111,10723.14252
1253.089479,253,10743.707711
636.027221,134,10754.615387
692.397238,148,10766.686429
1849.716095,355,10794.827953
1841.194561,363,10824.244656
512.037764,114,10833.448145
467.463788,92,10840.386239
608.293929,119,10849.756685
591.182871,119,10859.205833
918.922867,182,10873.788897
918.421373,173,10887.49804
1078.76276,207,10904.167593
781.066321,162,10916.877762
3862.869703,779,10980.701724
543.676618,121,10990.283009
1584.660143,316,11015.351233
2044.596262,416,11049.101975
729.891491,146,11060.681524
889.324141,189,11075.773721
576.914027,107,11084.328118
1501.85877,311,11109.013889
652.564831,138,11119.95171
1320.049582,255,11140.082591
988.221722,210,11157.002054
757.694093,148,11168.867812
1003.554062,209,11185.66965
726.31546,157,11197.757977
446.676215,83,11204.534948
525.125254,115,11213.688843
1883.385343,377,11243.789876
923.84815,190,11259.091378
760.046348,155,11272.040567
1095.622,218,11290.780956
3353.436151,649,11344.312651
1048.315737,201,11360.891364
616.780655,133,11371.767972
1932.645976,380,11402.277176
1360.62671,267,11423.7873
1405.460627,271,11446.450537
690.185199,134,11457.206942
528.379399,113,11466.190898
3949.506601,773,11528.139092
744.119885,145,11539.282991
1033.768089,203,11556.067067
1576.009542,306,11579.784987
836.517471,170,11594.56061
778.89198,163,11607.461484
1822.953792,372,11637.799975
3001.707985,608,11687.010103
3783.32699,771,11749.165999
785.504544,153,11761.36208
783.996992,163,11774.062156
2225.567895,437,11809.937143
1344.01082,261,11830.392765
763.911852,155,11842.410336
1120.559041,232,11860.996929
4223.024033,831,11928.136482
3033.937276,608,11978.809279
397.401251,87,11986.160904
1067.983594,227,12004.40728
676.424017,129,12015.261564
1439.89706,289,12037.950619
639.831089,125,12047.971599
570.546233,127,12058.1904
439.936616,95,12065.651503
2652.704408,523,12107.357354
637.087614,134,12117.895842
1488.365895,306,12142.461769
3253.64866,647,12194.529692
928.05184,180,12209.2782
760.122253,150,12221.39008
715.67369,137,12232.508273
1530.325952,294,12257.32541
706.223505,147,12268.975011
1564.313291,314,12294.556141
2051.985207,417,12328.0092
580.505512,113,12337.295764
4678.04294,919,12412.155429
2750.68499,546,12455.537938
2064.113392,421,12489.612758
441.360802,96,12497.207098
467.630358,101,12504.955538
1624.801105,317,12531.06246
2951.241782,569,12576.654376
2285.27144,442,12612.404275
3840.843015,744,12672.446156
3412.881097,666,12726.122728
786.592198,152,12738.297248
1745.934079,340,12766.048651
2781.628975,558,12811.221639
1458.45559,283,12834.174162
1541.906224,315,12860.067128
2900.312977,565,12905.324754
779.978338,150,12917.752497
1308.440841,254,12938.380986
682.187792,137,12949.521529
3097.490881,604,12998.023148
518.094064,97,13005.705648
2887.326628,554,13049.884136
707.326448,150,13062.327945
4580.73987,894,13136.410757
2816.708531,564,13188.364706
920.552895,192,13204.559184
602.029012,122,13214.271609
1328.602135,260,13235.392087
888.214001,170,13248.819431
2694.103373,530,13293.008327
1199.574334,237,13311.930076
2782.064936,545,13356.541563
2707.157675,526,13399.339293
3272.995443,640,13451.104466
5072.234883,1000,13532.025488
3304.672116,638,13583.660674
762.650965,144,13595.205412
469.318381,85,13601.783615
886.051909,173,13615.737364
460.212278,83,13622.344462
1530.15094,288,13645.372463
2109.453005,411,13678.505034
2107.437657,411,13711.020427
2970.228685,581,13757.725521
5085.434505,1000,13841.456885
1535.534555,291,13864.713171
856.731369,163,13877.619792
656.201663,123,13887.634572
562.358581,118,13897.193874
2844.654857,556,13942.695123
1937.126038,397,13974.528138
1483.902252,313,13999.63304
1297.937268,252,14020.044004
1021.885325,202,14036.216569
3178.047507,615,14086.633999
1187.818056,247,14106.84913
3309.930082,637,14159.03902
3472.640746,689,14214.819943
408.16034,94,14222.264982
2744.510801,530,14266.213152
533.879717,109,14274.725119
3298.2515,658,14328.110844
5104.375611,1000,14409.591714
5023.943132,1000,14490.733908
5097.173033,1000,14571.345004
637.108286,119,14581.055481
4997.234164,1000,14662.651426
3804.488509,769,14725.623936
2308.703675,458,14762.858013
1235.371652,252,14783.304447
2163.365051,422,14817.028454
912.003618,166,14830.585899
1626.033674,315,14856.351655
2586.844898,495,14896.08411
5128.900869,1000,14978.512076
3350.367729,661,15035.49074
969.418057,194,15051.704495
3246.352303,643,15103.353863
5113.557889,1000,15185.966029
787.03958,172,15199.607936
2446.50028,507,15241.199913
1482.026079,314,15266.877369
5024.205349,1000,15348.85858
492.095059,111,15357.596087
4050.060869,809,15423.49441
467.61665,104,15432.31063
539.59473,115,15441.944061
473.709712,105,15450.555465
476.355705,108,15459.46857
517.689857,108,15468.053906
455.7325,94,15475.547681
535.136806,115,15484.880764
757.124574,165,15498.693037
1413.325346,297,15523.030802
483.484686,110,15532.135037
3011.606553,576,15579.498911
5081.449654,1000,15661.054641
2948.916062,594,15709.427963
5158.341767,1000,15791.028937
880.279957,166,15803.937289
3359.882507,644,15856.539267
956.539469,215,15874.360679
2012.539426,382,15906.313755
2425.150256,463,15946.567339
567.873253,116,15955.805398
1698.74374,330,15982.665689
701.980702,152,15995.105076
924.021828,194,16011.005475
3973.561945,778,16074.681153
5166.593884,1000,16156.517046
5147.888434,1000,16239.405702
5202.209764,1000,16321.801546
5174.043121,1000,16404.355075
1940.801788,384,16435.700211
5058.004292,1000,16517.479539
703.014615,131,16528.451358
5090.208059,1000,16611.615448
3507.042529,693,16668.538897
5130.041972,1000,16750.736937
2775.853571,548,16800.41627
1082.451979,211,16817.981565
5060.614308,1000,16903.065941
5135.052102,1000,16984.972421
5105.708434,1000,17067.824161
1074.136289,217,17085.738901
4151.329442,802,17151.340911
5132.650462,1000,17234.821262
5143.506997,1000,17316.077263
2660.694648,519,17359.548643
5198.81523,1000,17441.23957
1519.860444,295,17470.200134
5217.760228,1000,17586.287634
603.307077,115,17599.661102
5201.729531,1000,17687.942602
4768.105989,910,17766.254271
3885.098041,772,17834.152283
5201.1019,1000,17920.873336
2956.184605,561,17968.638356
4174.030037,804,18039.314439
2191.520221,425,18085.248507
5229.655742,1000,18172.143946
4897.044478,935,18250.054649
5236.217959,1000,18325.897718
5201.324393,1000,18403.187854
1608.948091,314,18427.571364
5152.49866,1000,18504.797435
3218.42953,646,18555.239727
5053.728758,997,18631.862527
588.427894,110,18640.17947
3046.132606,620,18687.642485
607.578063,131,18697.47883
5166.718541,1000,18774.461852
4287.564598,829,18840.01813
1983.641615,398,18871.368969
5049.124624,1000,18947.543212
441.979592,94,18955.233554
971.124626,194,18970.452598
5053.736961,1000,19047.340246
5058.928285,1000,19123.779436
3065.14984,604,19170.074459
1941.946147,379,19199.727002
2244.614766,434,19233.028192
5181.369422,1000,19309.59268
3160.70367,627,19357.422641
584.656577,122,19366.929078
5152.382981,1000,19444.497366
5149.770972,1000,19521.6065
5115.703208,1000,19597.755915
794.940419,173,19610.881593
5064.918958,1000,19689.983943
4404.105997,859,19755.884512
4152.579467,797,19817.368614
4641.789875,916,19887.414449
2499.977955,502,19925.851121
639.769798,132,19935.943478
5081.477079,1000,20014.136756
1347.033018,285,20035.608496
5113.797745,1000,20112.078906
1641.487423,330,20137.296062
2055.763603,414,20169.418372
2566.161307,499,20207.633994
2565.232712,514,20246.896269
3430.729837,658,20297.293554
5171.393952,1000,20375.936191
4595.34208,896,20447.327542
3184.417413,619,20495.575947
1281.207388,242,20514.206021
2964.759497,571,20558.251189
1969.879158,384,20591.11337
4624.557841,887,20659.662407
2241.813043,438,20693.443455
445.120079,96,20701.079113
2239.448746,428,20733.688537
5160.345023,1000,20810.291237
1092.172907,206,20825.844851
5187.181882,1000,20903.116916
5206.528313,1000,20980.070359
2087.196354,404,21011.003492
2835.005026,545,21053.9046
2046.609867,391,21083.746625
5224.233857,1000,21161.003454
4289.302838,817,21224.369169
5160.243513,1000,21300.919991
4052.052734,810,21363.217841
511.543164,105,21371.238026
5172.500995,1000,21448.724712
4730.989989,952,21523.386692
5111.687253,1000,21600.512011
435.842054,89,21607.444663
5102.505083,1000,21684.032069
5122.079416,1000,21760.527954
3090.418691,612,21808.805676
5188.51743,1000,21885.880438
1758.623645,341,21911.951708
453.518507,96,21919.454052
5080.033816,988,21994.723964
3145.270677,604,22041.775431
3168.721081,644,22091.367216
1315.90358,271,22112.776836
2161.14784,438,22148.044931
655.850351,123,22157.834748
5099.040651,1000,22234.680794
499.298134,118,22243.623406
3136.468306,627,22291.910494
5150.291031,1000,22369.312149
5121.742164,1000,22449.915552
2079.363712,414,22481.60486
1877.224299,355,22508.942109
1547.69203,304,22532.834497
5135.633234,1000,22610.564565
5246.092771,1000,22688.286588
511.982689,108,22696.348159
5204.488945,1000,22774.17063
5247.476998,1000,22850.123372
5167.670746,1000,22926.687181
5220.719641,1000,23004.55582
1174.894354,247,23023.991546
5264.8623,1000,23101.760908
2486.555955,486,23139.60087
5236.896433,1000,23216.801499
5163.373715,1000,23293.390263
5071.390117,983,23372.913543
5215.736673,1000,23451.049214
5257.729307,1000,23528.454836
5166.955905,1000,23606.021915
2348.248855,450,23642.539837
5198.982753,1000,23719.667014
5129.558917,1000,23796.973061
5210.239645,1000,23874.492695
5145.609969,1000,23953.815711
5196.439963,1000,24036.179618
2879.403544,574,24085.895486
3337.71209,644,24144.231503
5253.345061,1000,24222.371481
5157.525041,1000,24301.479586
2898.735154,557,24345.471067
775.403802,179,24359.47785
5079.219251,1000,24438.656016
750.596079,168,24451.478788
816.399859,187,24466.907753
5077.869888,1000,24544.560989
1137.313269,240,24563.198281
5096.768754,1000,24640.967779
4719.339583,920,24711.564736
4928.136087,941,24784.989965
2202.919574,430,24818.557656
5234.373815,1000,24895.875833
5221.286529,1000,24975.426805
1468.755449,282,24999.038092
880.402501,180,25012.987482
4551.691588,861,25079.345006
2072.652309,399,25110.45305
5162.450039,1000,25190.858069
863.025856,167,25203.43462
5179.877339,1000,25280.731427
5252.433172,1000,25359.092182
2869.427109,550,25401.836913
5252.26524,1000,25481.084599
5114.29055,1000,25557.905351
542.171651,120,25567.140138
5065.771713,1000,25645.166707
4024.469035,792,25707.120749
5130.316525,1000,25785.663848
3340.773797,651,25836.547033
2121.623887,417,25869.729198
5112.055093,1000,25947.444309
5032.897182,1000,26025.159321
1267.705241,255,26044.955542
1791.324636,349,26074.77766
4483.295052,880,26144.162741
2795.858839,541,26186.272265
5025.335247,1000,26263.960776
5064.461835,1000,26341.953488
2268.650625,450,26378.208578
4985.389787,1000,26456.156192
5024.925591,1000,26533.223401
3574.535164,722,26589.325443
4943.740949,1000,26667.286879
4912.963073,1000,26744.508717
4926.492942,1000,26822.387846
5060.324291,1000,26900.852297
3523.024865,685,26954.331144
5123.663021,1000,27032.992788
5140.644928,1000,27110.531224
2314.353599,444,27144.868303
3057.098892,586,27190.72859
5158.001673,1000,27269.892334
2454.610166,469,27306.583862
586.78137,116,27315.697212
1627.033522,319,27339.943686
1142.323664,216,27356.565009
2520.172632,487,27394.37898
1549.968696,320,27419.599895
407.902475,82,27425.659069
5230.701246,1000,27503.621767
2795.598382,551,27547.645475
3827.935989,755,27606.77001
1634.431947,316,27634.201373
1334.454426,262,27656.117516
2125.687398,424,27689.197607
1588.160426,307,27713.881584
3154.113556,602,27760.373081
679.784486,123,27770.215237
4821.899431,936,27843.692769
2011.230865,434,27877.166302
3468.195901,683,27932.556913
688.186441,138,27943.182427
872.918142,171,27956.700543
5046.525973,1000,28034.424264
992.681525,196,28049.805075
1578.925568,315,28074.367255
3426.114864,661,28125.309645
1346.471692,272,28146.526122
1406.875094,269,28168.611841
1655.456387,313,28192.938003
1608.048909,309,28217.465839
2642.418369,516,28257.939258
2683.511101,522,28300.087968
5280.581163,1000,28379.419653
5213.877335,1000,28459.906649
2822.943412,546,28503.436817
1907.819289,375,28534.006266
2923.090694,561,28578.364018
1153.63334,230,28597.437872
4132.854404,786,28661.330762
1446.587986,280,28684.084378
5098.321036,1000,28763.780582
5123.442551,1000,28843.761779
2653.56933,516,28887.853482
5250.143655,1000,28966.174895
1453.389746,295,28989.221006
5170.81397,1000,29067.176624
656.610891,147,29078.482744
5143.750484,1000,29155.875362
3869.930089,739,29213.137162
5063.084869,1000,29290.30157
5010.633859,1000,29367.886532
2501.98853,498,29406.693933
5206.708862,1000,29484.750468
2026.076674,394,29514.861874
1297.745693,259,29534.650766
1202.176052,257,29555.225708
1991.277485,411,29587.032088
5158.046525,1000,29664.905971
635.058937,131,29675.077705
5044.3509,1000,29753.352976
2434.016277,474,29793.093999
4843.727057,1000,29871.58315
2207.603842,444,29906.391758
1050.378689,222,29923.677615
1127.99269,230,29941.201028
3561.752895,694,29994.820559
419.17836,94,30002.074452
551.213899,116,30011.189127
1315.075582,251,30030.314163
1214.705618,251,30049.509782
695.751641,143,30060.68517
2279.988087,451,30095.811959
1211.228493,234,30114.059163
4244.809127,825,30186.760913
5335.710741,1000,30264.613287
5019.616596,963,30339.225052
5356.137176,1000,30416.723967
1747.369783,354,30444.858925
1569.262902,307,30468.873649
4255.658535,824,30532.831489
4037.197079,802,30595.605044
3989.468684,785,30656.833929
785.281968,174,30670.062171
3098.352475,603,30717.58052
3248.629129,624,30767.13042
2675.138941,530,30808.30691
870.344721,181,30822.446539
1623.754462,314,30846.347601
4715.293617,1000,30923.99118
472.627648,103,30931.818392
816.43941,182,30946.366576
5134.586959,1000,31023.522317
5294.527497,1000,31101.600738
434.480093,88,31108.394783
5263.467032,1000,31188.088571
658.622101,144,31199.344754
484.947721,113,31208.567141
531.794247,113,31217.733532
5170.35864,1000,31299.016047
328.817012,74,31305.029964
1540.183994,305,31328.996128
415.764569,92,31335.940803
4484.475098,883,31404.576919
1951.36206,392,31434.960233
379.685142,74,31441.209805
619.853416,132,31451.369451
465.02537,95,31458.625737
3980.834676,747,31516.655505
5450.673983,1000,31594.789653
5261.840455,1000,31675.794963
968.033214,198,31691.136271
5234.041725,1000,31768.810222
530.328182,115,31777.287459
563.131453,126,31787.236888
2077.912398,415,31819.36564
609.070503,128,31829.100013
5236.730766,1000,31905.937013
854.309733,177,31919.988851
2525.337319,483,31957.334969
946.615161,205,31973.256063
578.805326,122,31983.640773
1675.704971,344,32011.370732
1339.229095,274,32033.283443
465.115966,104,32041.527835
1601.295804,304,32065.45715
706.613741,148,32077.541555
530.629639,117,32086.632156
3534.371312,698,32140.821302
1646.940881,309,32165.039054
3609.283863,727,32221.17773
1747.371079,327,32245.883718
499.412809,106,32254.023991
1896.578998,369,32282.509045
1418.871003,270,32303.998699
2145.452961,441,32338.577946
2500.811102,501,32378.204081
532.062322,111,32386.755392
2052.38574,416,32418.470663
3275.74837,618,32466.284906
5062.807243,1000,32545.703869
3583.479155,715,32602.506396
2934.660178,564,32646.368817
2672.333974,504,32685.254553
2401.658262,442,32719.825946
1459.663091,267,32740.330136
3969.104511,740,32797.316882
5266.412645,1000,32874.677288
786.636995,144,32885.768089
5251.199514,1000,32963.229446
5345.207074,1000,33042.012641
2077.085096,397,33072.390585
5069.659204,1000,33149.706403
4568.359293,911,33220.694619
5197.98923,1000,33298.563049
5354.46205,1000,33376.256181
4979.099362,1000,33454.374337
5456.334384,1000,33535.149556
1762.383761,367,33564.236263
5267.080918,997,33641.418209
3769.831497,710,33695.903953
4025.353909,859,33762.338534
1680.253171,359,33789.747838
1054.38735,188,33804.245277
2173.624787,426,33837.010634
1358.128574,288,33859.689786
1347.389666,248,33878.866904
1679.542992,313,33903.10317
1130.772265,202,33918.191475
1219.309443,231,33936.025268
1434.157966,268,33957.17591
2388.852367,432,33990.52028
5136.295333,1000,34067.42081
5327.539104,1000,34146.657784
2868.141093,531,34188.202312
3196.756512,620,34236.351416
5266.190428,1000,34313.744887
1048.865811,205,34329.604669
5160.368698,1000,34406.555244
5279.714798,1000,34487.769306
5020.486687,1000,34565.446717
1692.929078,322,34590.468673
1205.999094,228,34607.675413
3738.128832,746,34665.729664
592.631329,133,34675.918077
2464.391846,492,34715.148567
5095.741999,1000,34793.173605
5245.968296,1000,34873.723251
4055.521843,756,34931.440274
930.087075,183,34945.545854
5285.534565,1000,35021.969044
5183.099001,1000,35100.016324
5127.14032,1000,35178.070621
4124.372458,829,35241.898782
5076.292843,1000,35319.061822
5152.441957,1000,35399.687947
4951.454734,963,35474.250255
5322.685394,1000,35551.1506
2085.077878,382,35580.54153
5306.31578,1000,35658.19157
4853.794434,926,35729.918146
886.639961,169,35743.068491
2206.058121,420,35775.993702
4763.261938,893,35844.429478
5323.24542,1000,35921.481135
768.336498,148,35933.253693
2351.497974,455,35968.839851
4942.905252,1000,36046.972618
881.356543,179,36060.93674
1643.35153,308,36085.312511
829.16006,182,36099.765465
4443.678392,854,36165.999382
1709.724954,334,36191.723368
2672.581593,484,36228.771245
3207.195367,600,36275.078694
1961.320308,378,36307.296933
3402.230227,658,36359.02889
3693.464171,687,36411.638163
1074.602869,197,36426.968728
1045.523234,196,36441.838247
2267.929973,431,36474.615477
1627.483386,311,36498.588628
748.252873,141,36509.535643
663.94005,131,36519.713561
5355.405907,1000,36597.945903
605.300929,125,36607.545255
5324.310031,1000,36684.97207
5222.179943,1000,36761.516916
3141.085802,592,36806.76756
759.791078,148,36818.106982
5365.001079,1000,36895.702706
1905.32092,351,36923.150539
5305.318807,1000,37001.736985
5145.780978,1000,37078.494534
3912.784101,747,37136.058836
5445.341281,1000,37213.653164
5260.204164,1000,37293.213263
1324.873616,275,37314.615776
4089.908479,769,37373.565214
5195.58325,1000,37450.277695
5131.239335,1000,37527.663201
641.621105,124,37537.188878
5317.667125,1000,37615.295192
2006.898043,414,37646.869356
1234.583418,266,37667.179076
5303.455676,1000,37744.379293
3092.35936,584,37789.907441
4583.915983,846,37855.528643
2955.771747,552,37898.125322
1540.049379,305,37921.057737
2224.283944,430,37954.428025
945.65599,184,37968.841703
943.266274,202,37984.633375
5400.976441,1000,38061.771327
3114.156351,600,38108.484364
814.476338,188,38123.14791
401.643431,82,38129.558909
1005.929036,193,38144.3881
436.713313,97,38151.993853
366.297711,79,38157.982387
391.210624,84,38164.393537
2229.003708,431,38200.559569
335.288811,73,38206.321752
660.988854,146,38217.765567
2032.473926,389,38247.626861
5174.757839,1000,38324.926075
457.48592,103,38333.612479
384.30813,82,38339.958534
2200.382739,424,38373.293507
5192.613477,1000,38451.678556
5260.045287,1000,38531.082463
677.022042,136,38541.362578
5253.95591,1000,38618.439417
5286.205573,1000,38696.287644
1868.640813,358,38724.014032
1632.800938,317,38748.266327
1089.045809,210,38764.790278
3942.321694,754,38823.34259
5223.172338,1000,38900.205296
5235.462818,1000,38977.986248
4883.798499,925,39049.569229
5250.174012,1000,39128.200023
4833.302377,917,39201.121212
502.29405,95,39208.348964
430.409871,85,39214.725902
357.291803,71,39220.386627
2796.60503,540,39261.900197
4754.066114,900,39331.073276
481.956767,97,39338.521508
3392.399493,654,39390.034491
3566.830879,663,39441.075842
4161.963243,795,39502.538545
5503.117778,1000,39579.930849
1479.822518,275,39601.121461
4217.256832,785,39661.987871
3550.188385,668,39712.479779
1150.29799,217,39729.837738
5259.002702,1000,39806.254825
5275.662172,1000,39872.436853
